punk_id,txn_num
2779.0,1
2780.0,2
2781.0,2
2782.0,3
2783.0,1
2785.0,8
2786.0,1
2787.0,4
2788.0,6
2789.0,3
2790.0,5
2792.0,1
2795.0,4
2799.0,1
2801.0,2
2803.0,1
2804.0,1
2805.0,7
2806.0,3
2807.0,1
2809.0,1
2810.0,1
2816.0,2
2817.0,4
2818.0,1
2819.0,2
2820.0,2
2822.0,1
2823.0,1
2824.0,10
2825.0,6
2827.0,1
2828.0,1
2829.0,2
2830.0,1
2831.0,2
2832.0,13
2833.0,3
2834.0,4
2835.0,3
2837.0,1
2838.0,1
2840.0,1
2842.0,1
2844.0,1
2845.0,7
2846.0,1
2849.0,1
2850.0,4
2851.0,1
2852.0,2
2853.0,4
2854.0,1
2855.0,3
2856.0,8
2857.0,1
2862.0,4
2863.0,10
2865.0,1
2866.0,1
2867.0,2
2868.0,1
2870.0,3
2871.0,2
2872.0,2
2873.0,4
2874.0,1
2875.0,2
2876.0,4
2877.0,2
2878.0,4
2879.0,2
2880.0,6
2881.0,3
2883.0,4
2884.0,1
2886.0,1
2887.0,4
2888.0,7
2889.0,1
2892.0,3
2895.0,2
2896.0,1
2897.0,1
2904.0,2
2905.0,6
2906.0,4
2907.0,13
2908.0,1
2909.0,1
2911.0,2
2912.0,1
2914.0,5
2915.0,3
2916.0,6
2918.0,1
2919.0,1
2921.0,6
2924.0,3
2925.0,1
2926.0,1
2927.0,2
2928.0,1
2929.0,3
2930.0,3
2931.0,1
2932.0,2
2933.0,1
2934.0,3
2935.0,1
2936.0,3
2937.0,13
2938.0,1
2939.0,6
2940.0,1
2941.0,1
2942.0,9
2943.0,1
2944.0,5
2945.0,1
2947.0,6
2949.0,2
2950.0,2
2952.0,1
2953.0,7
2956.0,5
2957.0,1
2959.0,3
2960.0,1
2961.0,3
2963.0,3
2964.0,3
2965.0,4
2966.0,2
2967.0,1
2968.0,3
2969.0,3
2970.0,2
2971.0,2
2972.0,1
2975.0,4
2976.0,12
2977.0,1
2978.0,4
2979.0,8
2980.0,4
2981.0,4
2982.0,3
2983.0,1
2984.0,3
2986.0,3
2987.0,1
2989.0,10
2990.0,4
2991.0,1
2994.0,3
2995.0,2
2996.0,8
2998.0,5
2999.0,3
3000.0,3
3001.0,3
3002.0,3
3003.0,3
3004.0,2
3007.0,2
3008.0,5
3010.0,6
3011.0,4
3012.0,1
3013.0,2
3015.0,5
3018.0,2
3020.0,3
3021.0,5
3022.0,2
3023.0,1
3024.0,1
3025.0,1
3027.0,1
3028.0,3
3029.0,3
3030.0,5
3033.0,5
3034.0,2
3037.0,1
3039.0,2
3040.0,1
3041.0,3
3042.0,4
3044.0,4
3045.0,1
3047.0,1
3048.0,4
3049.0,4
3050.0,2
3051.0,4
3052.0,3
3054.0,5
3056.0,7
3059.0,2
3060.0,1
3064.0,3
3067.0,1
3069.0,1
3070.0,1
3072.0,1
3074.0,1
3075.0,2
3077.0,1
3080.0,6
3081.0,3
3082.0,2
3083.0,5
3085.0,1
3086.0,3
3091.0,2
3092.0,3
3094.0,3
3095.0,3
3096.0,2
3097.0,7
3099.0,2
3102.0,1
3103.0,1
3104.0,8
3106.0,5
3109.0,3
3111.0,1
3113.0,7
3114.0,2
3115.0,1
3117.0,3
3118.0,1
3119.0,1
3120.0,1
3121.0,1
3123.0,2
3125.0,5
3126.0,2
3128.0,1
3129.0,2
3130.0,1
3132.0,3
3133.0,3
3136.0,1
3137.0,1
3139.0,3
3140.0,2
3141.0,1
3142.0,4
3144.0,3
3145.0,4
3146.0,1
3147.0,1
3149.0,1
3150.0,4
3152.0,3
3153.0,1
3155.0,2
3156.0,2
3157.0,3
3159.0,7
3160.0,2
3161.0,3
3165.0,1
3166.0,4
3167.0,2
3168.0,3
3169.0,5
3171.0,1
3172.0,1
3174.0,1
3175.0,9
3178.0,1
3179.0,5
3182.0,1
3184.0,1
3185.0,8
3186.0,1
3188.0,2
3189.0,1
3192.0,6
3193.0,10
3194.0,2
3195.0,7
3196.0,1
3197.0,1
3199.0,5
3201.0,2
3202.0,6
3203.0,3
3204.0,3
3205.0,1
3206.0,3
3207.0,2
3208.0,3
3209.0,2
3213.0,2
3214.0,1
3215.0,3
3217.0,6
3218.0,8
3219.0,2
3221.0,3
3222.0,1
3223.0,6
3224.0,4
3225.0,1
3226.0,7
3227.0,7
3228.0,4
3229.0,1
3230.0,2
3231.0,1
3232.0,1
3234.0,3
3237.0,2
3238.0,4
3239.0,8
3242.0,2
3243.0,1
3245.0,7
3246.0,7
3247.0,1
3248.0,2
3249.0,1
3250.0,2
3253.0,2
3254.0,9
3255.0,3
3256.0,2
3257.0,5
3258.0,4
3259.0,2
3260.0,4
3261.0,4
3262.0,2
3263.0,4
3264.0,1
3266.0,1
3268.0,2
3270.0,1
3272.0,1
3273.0,3
3274.0,1
3275.0,1
3277.0,5
3278.0,1
3279.0,1
3280.0,3
3285.0,1
3286.0,2
3287.0,1
3291.0,5
3295.0,5
3299.0,1
3301.0,1
3302.0,2
3305.0,2
3306.0,7
3307.0,3
3308.0,2
3312.0,2
3313.0,1
3314.0,4
3315.0,5
3316.0,3
3317.0,5
3318.0,2
3320.0,3
3321.0,2
3322.0,1
3323.0,3
3324.0,4
3325.0,3
3326.0,8
3327.0,9
3328.0,1
3329.0,2
3330.0,8
3331.0,4
3332.0,5
3333.0,2
3336.0,3
3337.0,2
3338.0,3
3339.0,2
3340.0,2
3341.0,1
3342.0,2
3343.0,4
3344.0,6
3345.0,2
3346.0,5
3347.0,2
3348.0,1
3349.0,1
3350.0,7
3352.0,1
3353.0,3
3354.0,1
3355.0,7
3356.0,3
3357.0,2
3359.0,1
3360.0,2
3361.0,5
3362.0,3
3363.0,1
3364.0,3
3365.0,5
3366.0,5
3368.0,2
3369.0,3
3371.0,2
3372.0,1
3373.0,2
3374.0,1
3376.0,2
3377.0,1
3378.0,6
3379.0,5
3380.0,8
3381.0,1
3383.0,8
3384.0,4
3385.0,1
3386.0,2
3387.0,5
3388.0,1
3389.0,4
3390.0,1
3392.0,8
3393.0,1
3394.0,1
3395.0,3
3397.0,2
3399.0,6
3402.0,1
3403.0,1
3404.0,1
3406.0,3
3408.0,2
3409.0,3
3410.0,1
3413.0,3
3414.0,1
3415.0,1
3416.0,4
3417.0,2
3418.0,2
3419.0,6
3420.0,5
3421.0,12
3422.0,3
3425.0,2
3426.0,1
3428.0,3
3429.0,5
3430.0,1
3431.0,1
3432.0,1
3433.0,3
3435.0,1
3436.0,1
3438.0,4
3439.0,3
3440.0,2
3441.0,6
3442.0,1
3444.0,4
3445.0,2
3446.0,1
3448.0,2
3449.0,2
3450.0,2
3452.0,1
3453.0,5
3454.0,4
3455.0,3
3457.0,1
3458.0,2
3459.0,2
3460.0,7
3463.0,2
3464.0,2
3465.0,1
3467.0,5
3469.0,2
3470.0,8
3472.0,1
3473.0,3
3474.0,5
3476.0,1
3478.0,3
3481.0,1
3482.0,3
3483.0,1
3484.0,2
3485.0,1
3486.0,1
3487.0,1
3489.0,1
3490.0,5
3491.0,4
3492.0,3
3495.0,1
3496.0,3
3497.0,5
3498.0,5
3499.0,2
3501.0,3
3502.0,2
3504.0,3
3507.0,5
3508.0,3
3509.0,7
3510.0,1
3511.0,3
3512.0,6
3513.0,2
3514.0,3
3515.0,3
3517.0,3
3519.0,3
3520.0,5
3521.0,2
3522.0,1
3523.0,2
3526.0,2
3527.0,2
3528.0,1
3529.0,3
3530.0,7
3532.0,2
3533.0,6
3534.0,4
3536.0,4
3539.0,4
3540.0,1
3541.0,1
3542.0,4
3543.0,3
3544.0,5
3545.0,2
3546.0,4
3547.0,1
3548.0,3
3549.0,2
3550.0,1
3552.0,1
3557.0,1
3558.0,4
3559.0,2
3560.0,1
3561.0,8
3562.0,1
3563.0,5
3565.0,8
3566.0,1
3567.0,1
3568.0,1
3569.0,4
3570.0,1
3571.0,3
3572.0,7
3574.0,1
3575.0,1
3577.0,6
3579.0,4
3580.0,4
3581.0,5
3583.0,4
3584.0,1
3585.0,1
3586.0,3
3587.0,4
3588.0,2
3589.0,5
3591.0,1
3592.0,2
3593.0,1
3595.0,1
3596.0,6
3599.0,3
3601.0,2
3604.0,3
3607.0,1
3608.0,2
3609.0,2
3610.0,1
3611.0,1
3612.0,3
3613.0,2
3614.0,3
3615.0,5
3617.0,2
3618.0,3
3619.0,2
3621.0,7
3622.0,4
3623.0,3
3624.0,1
3625.0,1
3626.0,4
3628.0,3
3631.0,2
3632.0,2
3633.0,6
3634.0,8
3635.0,1
3639.0,3
3640.0,1
3641.0,2
3643.0,1
3644.0,1
3645.0,3
3649.0,2
3650.0,4
3651.0,4
3653.0,7
3655.0,2
3658.0,4
3659.0,1
3660.0,1
3662.0,3
3663.0,3
3664.0,2
3665.0,3
3666.0,1
3668.0,2
3670.0,4
3671.0,7
3672.0,2
3674.0,1
3676.0,3
3677.0,4
3678.0,1
3680.0,4
3681.0,3
3683.0,4
3684.0,1
3685.0,1
3690.0,1
3693.0,5
3695.0,4
3696.0,3
3697.0,4
3699.0,6
3700.0,2
3704.0,2
3705.0,3
3706.0,1
3707.0,2
3708.0,4
3709.0,2
3710.0,1
3711.0,5
3712.0,2
3715.0,3
3716.0,1
3718.0,2
3719.0,1
3720.0,1
3721.0,1
3722.0,8
3724.0,1
3728.0,5
3729.0,1
3730.0,3
3731.0,3
3732.0,4
3733.0,1
3734.0,1
3736.0,4
3738.0,1
3740.0,2
3741.0,1
3742.0,3
3743.0,1
3744.0,4
3745.0,1
3746.0,1
3748.0,1
3751.0,2
3753.0,2
3754.0,5
3755.0,3
3756.0,2
3757.0,3
