punk_id,eth_pc_change
0.0,14.625
1.0,0.935483870967742
14.0,0.3513513513513513
53.0,4.908636363636364
89.0,-0.000500000000000056
116.0,1.0
118.0,0.00987654320987641
124.0,-0.14572864321608037
138.0,0.3807142857142858
139.0,0.9112850619699935
141.0,0.16210650191232712
143.0,0.09090909090909083
150.0,0.08585937500000007
160.0,0.32499999999999996
161.0,0.16194805194805184
169.0,0.24444444444444446
173.0,0.9980000000000002
197.0,0.015625
203.0,-0.41852886405959033
211.0,3.8744186046511624
229.0,0.04125000000000001
234.0,1.7611044417767108
239.0,0.09360730593607314
240.0,0.1282051282051282
252.0,0.6666666666666667
257.0,0.05729389912844707
258.0,0.41725719049604004
259.0,0.0
260.0,1.9166666666666665
273.0,9.0
280.0,-0.7916666666666666
283.0,-0.9923608584939978
285.0,0.06668889629876618
286.0,0.11022204440888173
287.0,0.022727272727272707
291.0,0.38095238095238093
294.0,0.9199999999999999
300.0,-0.15000000000000002
308.0,2.075313807531381
312.0,0.9047619047619047
318.0,0.037735849056603765
322.0,0.33333333333333326
328.0,0.23809523809523814
329.0,0.08496732026143783
332.0,-0.2903676128431828
335.0,1.6666666666666665
339.0,0.5419354838709678
340.0,-0.30000000000000004
341.0,4.002000800320128
342.0,0.2317764804003335
349.0,0.11177490846020421
352.0,0.044792833146696465
353.0,5.253908692933083
355.0,0.25
365.0,1.217342968315731
368.0,1.1875
376.0,0.06747590146376292
381.0,0.6006402561024411
382.0,253.90196078431373
384.0,1.0083333333333333
385.0,-0.07613149118627927
387.0,-0.33333333333333337
399.0,0.044545454545454666
402.0,0.04949999999999988
406.0,0.36956521739130443
407.0,0.04651162790697683
422.0,2.2866533295227205
423.0,2.208955223880597
426.0,8.975
430.0,0.9121734296831574
435.0,1.2779043280182232
445.0,1.0422535211267605
446.0,1.2718181818181815
447.0,0.46341463414634143
449.0,-0.06903502141597362
457.0,0.3388392857142857
470.0,0.060893854748603315
473.0,0.30391304347826087
483.0,2.9970573810691516
486.0,0.02564102564102555
488.0,0.09043617446978791
489.0,-0.1806020066889632
490.0,0.8841911764705883
494.0,0.46666666666666656
497.0,0.15585721468074398
501.0,191.3076923076923
503.0,1.8208955223880596
505.0,1.0198019801980198
506.0,0.2414897877452944
509.0,0.09523809523809534
510.0,13.366666666666667
512.0,2.4780434782608696
522.0,0.06092755380418313
534.0,0.14076086956521738
538.0,0.04210087536473539
544.0,549.0
548.0,0.04479999999999995
550.0,0.31561403508771924
551.0,0.039166666666666794
561.0,0.33333333333333326
563.0,1.7142857142857144
564.0,-0.45933333333333337
570.0,0.3263265306122447
573.0,12.756190476190476
586.0,0.3177512355848435
588.0,0.6666666666666667
591.0,0.06190476190476191
593.0,0.5555555555555556
596.0,-0.4445
604.0,0.0
608.0,3.4444444444444446
610.0,6.617728531855956
613.0,0.2805965310423084
616.0,0.941747572815534
617.0,-0.056692913385826826
618.0,0.04289544235924936
620.0,-0.06000000000000005
622.0,1.718204488778055
627.0,51.0
628.0,-0.1482170542635659
632.0,0.4492753623188406
636.0,0.2725454545454544
638.0,0.3846153846153846
639.0,8.548387096774194
642.0,0.24444444444444446
643.0,0.868629671574179
648.0,0.7781729273171816
650.0,0.30426086956521736
660.0,0.25786163522012573
661.0,4.523809523809524
669.0,0.09977728285077969
678.0,0.11230769230769244
682.0,0.004606365159129044
686.0,0.3501350135013501
690.0,0.44618663419089666
695.0,0.01866666666666683
698.0,1.0001818347122469
700.0,0.03512755442767457
703.0,4.352676338169085
704.0,-0.11591160220994468
709.0,0.27
713.0,-0.09774436090225569
715.0,0.08727272727272717
716.0,0.3264285714285715
717.0,0.07070707070707072
718.0,0.09077922077922063
729.0,0.08695652173913038
730.0,0.11363636363636354
735.0,1.7052104208416838
740.0,-0.10010000000000008
743.0,0.3473333333333335
749.0,0.5005001667222408
750.0,1.5740318906605921
751.0,6.671232876712328
759.0,-0.18859903381642507
769.0,0.109789932619897
773.0,0.2952380952380953
774.0,0.09090909090909083
777.0,11.659999999999998
782.0,0.9996
784.0,0.6668518724302701
793.0,-0.18063063063063056
794.0,0.14754098360655732
797.0,0.045454545454545414
800.0,0.12273134206885317
803.0,0.2004008016032064
807.0,0.43333333333333335
812.0,2.3333333333333335
814.0,0.06838987614431868
817.0,0.8907563025210083
819.0,0.16666666666666674
820.0,-0.37250786988457507
824.0,4.405405405405405
825.0,0.21843750000000006
827.0,0.6000000000000001
836.0,-0.4570502431118315
838.0,4.88235294117647
839.0,-0.0005002501250623848
843.0,-0.3134
845.0,1.2064705882352942
852.0,0.36296296296296293
853.0,0.1071428571428572
855.0,0.33556149732620333
857.0,0.09523809523809534
861.0,44.333333333333336
862.0,0.2913284132841327
875.0,1.6
877.0,1.7058823529411766
880.0,0.675
883.0,312.72549019607845
886.0,0.11943481738203165
891.0,0.8180909090909092
898.0,0.06600000000000006
900.0,0.03460606759718532
906.0,0.04935235284472861
907.0,0.7253626813406706
