punk_id,eth_r
0.0,0.17807354724824043
1.0,0.033804996165873735
14.0,0.018184367323017536
53.0,0.339559911166027
89.0,-0.00014992843130468003
116.0,50.91830667936044
118.0,0.005536714220111705
124.0,-0.04967722109444539
138.0,2.645788536229957
139.0,15.066494098678323
141.0,0.041758843320551575
143.0,0.023898621995021463
150.0,12.457488566741036
160.0,0.189430413117738
161.0,75541.36754074367
169.0,0.06147524264088533
173.0,0.1231328692223157
197.0,0.7400532122567576
203.0,-0.12000680015297593
211.0,0.7536936452224434
229.0,0.14964297423065775
234.0,1.4743488812691572
239.0,43754.86550588608
240.0,0.27736709081763955
252.0,0.12557297138913737
257.0,0.10462715342675954
258.0,421296.7405361987
259.0,0.0
260.0,1.0864153076245722
273.0,0.3559090560480742
280.0,-0.26561217446686625
283.0,-1.0
285.0,0.12111378244027349
286.0,0.6960876376318399
287.0,4.148213377891702
291.0,0.07347901037467452
294.0,2.42967327505018
300.0,-0.3537958688238758
308.0,0.30434465550648726
312.0,0.7577694907344639
318.0,0.031974701879398104
322.0,0.07078056019439272
328.0,0.9757459358593048
329.0,1.106701242781762
332.0,-0.36531255664848694
335.0,0.1099488164949951
339.0,0.8053153559991211
340.0,-0.08353841004737272
341.0,0.3001857332560862
342.0,16135200168.452686
349.0,3.3176471161098915
352.0,0.008597497531636966
353.0,1.4661635457842173
355.0,0.013862957748951965
365.0,0.3415790517761683
368.0,1.7384103551602608
376.0,0.030680617133447274
381.0,0.13019615055983835
382.0,0.12776850714041155
384.0,464669.4390786487
385.0,-0.08635231348131245
387.0,-0.168473889105075
399.0,0.10651642516049287
402.0,0.011578876041876685
406.0,40.20640957372112
407.0,0.04068347535319283
422.0,0.24980419951460875
423.0,0.8681187429306003
426.0,0.1655950429079336
430.0,0.12975373301973048
435.0,0.19340481335464244
445.0,0.07101267718624693
446.0,1.8631064574971532
447.0,0.743510033114327
449.0,-0.5427889946787336
457.0,2.3018611682151375
470.0,24.391424527211303
473.0,0.05679544519636348
483.0,2.199926642114913
486.0,0.017894525533703076
488.0,33148784.666566752
489.0,-0.14272497403901052
490.0,0.08822126607828307
494.0,1.167867303839262
497.0,0.05463447798515619
501.0,0.1137472783966107
503.0,1.26898286131637
505.0,0.1459946745614762
506.0,11.166230832898224
509.0,13.456013707904738
510.0,0.09230431010620577
512.0,1.1618846151315765
522.0,32.73172224565597
534.0,2.903622645987065
538.0,0.0312833193717299
544.0,0.17706987913067795
548.0,1.0877501685024602
550.0,0.08118556256539011
551.0,0.1438639541194231
561.0,0.09675762415720035
563.0,0.19535672742333698
564.0,-0.14086165639217907
570.0,0.9754751760875422
573.0,0.4104529775403143
586.0,0.6135218394262592
588.0,0.11295119559928546
591.0,14.964058458820286
593.0,0.474048123914818
596.0,-0.2356725292639581
604.0,0.0
608.0,0.5265711810361626
610.0,1.129615411533159
613.0,29.462939046350016
616.0,29.92696636171752
617.0,-0.016330241616947183
618.0,7.084510051897361
620.0,-0.24918689402639105
622.0,2.2897352089047676
627.0,0.38894811452841926
628.0,-0.16913875963757297
632.0,6.256647289943956
636.0,29.034964896472196
638.0,0.09315642699000048
639.0,2.051770534903451
642.0,0.1853377266944909
643.0,40.363486230395466
648.0,70.5387342895202
650.0,11.656084407407594
660.0,1.1420110943984727
661.0,0.40336651703185766
669.0,0.04948221880772752
678.0,133387607.30059579
682.0,0.009090696568078593
686.0,0.46388149403512036
690.0,104872081.9705299
695.0,0.042236446021329366
698.0,1.879314195512869
700.0,0.1381902830628452
703.0,0.3554698610306841
704.0,-0.32382342466109193
709.0,2247.0270209702253
713.0,-0.5010106906781082
715.0,29.583083952107195
716.0,0.36809613081204295
717.0,3.667597576632347
718.0,413.30587079394286
729.0,0.16277883829428075
730.0,0.06604142514673228
735.0,0.2567208128456939
740.0,-0.09026559176743465
743.0,0.2776198995952619
749.0,0.08763642853041076
750.0,0.7742522652249924
751.0,1.058433037301389
759.0,-0.4353893005304149
769.0,0.6554735508424128
773.0,10.662996455336163
774.0,0.1340939034563795
777.0,0.2364837971594722
782.0,53.239314732069566
784.0,27.0571781850642
793.0,-0.2842967544275121
794.0,50.19250194455751
797.0,5.3582341745924005
800.0,163.19516366044326
803.0,4.121292349271404
807.0,1.0722191485546624
812.0,0.24984376272159392
814.0,0.012563034460591815
817.0,2.7120849862851824
819.0,3.1311600192221816
820.0,-0.5120252374509013
824.0,0.7039771216333868
825.0,4.624458077237959
827.0,0.1385091497763875
836.0,-0.1781516577579796
838.0,5.1705544192741
839.0,-0.0004647921109863784
843.0,-0.14467617437785552
845.0,0.21472033480228125
852.0,0.8805733245941672
853.0,23.63099636740917
855.0,0.16324711312270157
857.0,0.7870647188877475
861.0,0.35217763950475267
862.0,463936.76255520585
875.0,0.1725914648644007
877.0,0.31735917309162853
880.0,1.3816341393084994
883.0,0.12468685811910496
886.0,1.2180808122247817
891.0,1.757652528803451
898.0,0.8959933499715143
900.0,0.8682252515985105
906.0,0.20994439817274735
907.0,1.1107091589514533
913.0,19.96548072415072
914.0,0.44224315185874463
915.0,0.318212141891425
916.0,0.0935701498562882
920.0,0.018896730641419834
923.0,3.9600552872826373
924.0,0.20949007586575363
931.0,5.170322007637424
939.0,0.11116031582940855
943.0,0.0
948.0,0.16947989421711962
950.0,-0.32294026961286804
952.0,0.3067685373803042
965.0,0.14505992438665616
973.0,0.49211682473423823
981.0,19.039802679368048
983.0,-0.1602037151199024
985.0,-0.08677785324502107
991.0,0.17704282118760628
992.0,0.09091353394512347
993.0,0.32915762001131
998.0,0.3977084378293654
1000.0,3.361636121911409
1001.0,1.1012331626874645
1003.0,0.0
1005.0,0.8069513471218042
1006.0,0.005104068516581295
1007.0,0.21824282414614204
1009.0,0.5639664557320703
1010.0,0.39815451581695727
1011.0,0.5345219380656816
1013.0,0.5277875222318089
1014.0,0.23376120723841853
1015.0,-0.7104750521911727
1027.0,0.5896180127035386
1029.0,0.09737184451779357
1030.0,0.24101166362769932
1036.0,0.055872922862433505
1041.0,2.766206033510408
1043.0,0.7148492260780641
1044.0,2.4455840759521994
1045.0,0.42033311506482063
1052.0,0.8243754185054237
1054.0,342228.4393197441
1060.0,0.06236113252344144
1062.0,0.1547829527862985
1068.0,0.0
1071.0,2205.159593172544
1072.0,0.16221217538289645
1075.0,0.21889330427391007
1083.0,-0.1943040052869731
