punk_id,usd_pc_change
0.0,6.216434956294743
1.0,6.071982857221064
14.0,-0.25648445010631793
53.0,9.00961594066426
89.0,0.6339911104704243
116.0,0.7383490709716722
118.0,0.8957456752218729
124.0,0.22357965672810676
138.0,0.4154719794525523
139.0,0.8573975245766017
141.0,0.20501556914026176
143.0,0.33479553531592776
150.0,0.189382887163426
160.0,0.931840058559795
161.0,0.17993393776287614
169.0,0.44211541398129484
173.0,2.999284867905803
197.0,0.037138155373425574
203.0,-0.4661019473947686
211.0,7.040571984301305
229.0,0.062379373052628084
234.0,2.5874100910682345
239.0,0.14107564618804935
240.0,0.28084438371172826
252.0,1.559245442658257
257.0,0.27070652382052796
258.0,0.4811539626318819
259.0,0.0075108850193166266
260.0,3.1732792305380224
273.0,22.928653240135954
280.0,-0.2622373585776957
283.0,-0.9923938752611654
285.0,0.23973206081609844
286.0,0.32225248129754225
287.0,0.03480082797142048
291.0,0.7963988192001048
294.0,1.239409282014166
300.0,-0.10506774853412226
308.0,4.278250498985679
312.0,0.7811789201706947
318.0,0.3544152481071847
322.0,3.528325186519166
328.0,0.6260851937536918
329.0,-0.038432896788761606
332.0,-0.41868129887085415
335.0,4.981308007303923
339.0,0.8008775708028979
340.0,-0.19355060044860573
341.0,8.397738827333251
342.0,0.2300084164189382
349.0,0.1371244279169268
352.0,0.6061968404781333
353.0,10.365155614697622
355.0,-0.3439594336691669
365.0,0.44460027094148935
368.0,1.9708256293557107
376.0,0.4618173855564358
381.0,0.9391452432883751
382.0,3622.812509499924
384.0,0.9259301383744747
385.0,-0.2940113322130006
387.0,-0.4114254185583318
399.0,0.13397658118714717
402.0,0.2352568085661768
406.0,0.37727212585158565
407.0,0.2888397657456845
422.0,4.800995037961797
423.0,2.5012865923754197
426.0,159.03406769086797
430.0,1.5179368102864634
435.0,2.567395628048295
445.0,3.000688353407644
446.0,2.3269455652133817
447.0,0.7056170903093344
449.0,-0.09847216569938122
457.0,0.06537581073662269
470.0,0.08069014469508384
473.0,0.9569222260842174
483.0,5.27113853282504
486.0,0.24077563125963475
488.0,0.0007795841981774743
489.0,-0.2685472988472274
490.0,2.3326875048971525
494.0,0.3008120396537588
497.0,-0.24627587528139927
501.0,1743.4371447342114
503.0,2.6960078205871425
505.0,2.5438225121349514
506.0,0.36780363558333695
509.0,0.08159031615252821
510.0,6.182279285888971
512.0,2.379584833425457
522.0,0.06256418372051131
534.0,0.10498146823164478
538.0,0.4672346119397468
544.0,585.6183998829896
548.0,-0.19441733915080373
550.0,0.3083882894147958
551.0,0.03599470979970776
561.0,1.290410906353248
563.0,3.4638365094431194
564.0,-0.3776943399793673
570.0,0.41744790900523365
573.0,24.967401350313093
586.0,0.5609311252936886
588.0,0.640237919401422
591.0,0.1431289267079061
593.0,1.003475294963497
596.0,-0.33742924169414157
604.0,-0.028330194889695348
608.0,2.8862074061361858
610.0,9.941362345468406
613.0,0.23596009972477328
616.0,1.2280988122101975
617.0,-0.0012982172758926325
618.0,0.03451755881129093
620.0,0.02852132136471197
622.0,2.335706722248387
627.0,699.4791751735403
628.0,-0.22001652561470275
632.0,0.818558758171205
636.0,0.3059790534159814
638.0,0.6211433427454627
639.0,14.582116007648727
642.0,0.14141078913898952
643.0,0.8989529290848952
648.0,0.8309164295529394
650.0,0.36832486698235845
660.0,0.4398277078799502
661.0,9.886824344136356
669.0,1.2099829237112858
678.0,0.11462920075357741
682.0,0.17051098834494804
686.0,0.7550478335690702
690.0,0.5035723223467403
695.0,0.3084018817149303
698.0,1.6316229145836743
700.0,0.13725854757407951
703.0,8.261257635059172
704.0,0.012013567911992817
709.0,0.2662898902872193
713.0,0.030973709829279272
715.0,0.13787115845153708
716.0,0.35382233429230125
717.0,0.04666608993915533
718.0,0.09363667722944724
729.0,0.4045559518943955
730.0,0.798537854007167
735.0,3.19214170460548
740.0,0.1618806355603002
743.0,1.1387770841241571
749.0,1.3231885010990458
750.0,1.7355095367685505
751.0,9.925037170314297
759.0,-0.1973920172685958
769.0,0.0070551534157614615
773.0,0.3657792662822068
