punk_id,eth_pc_change
0.0,24.510204081632654
1.0,141.85714285714286
14.0,1.7777777777777777
53.0,5.4995
89.0,12.326666666666666
116.0,1.0
118.0,0.00987654320987641
124.0,0.1333333333333333
138.0,3.142142857142857
139.0,2.5174069627851146
141.0,0.16210650191232712
143.0,26.692307692307693
150.0,0.08585937500000007
160.0,0.7666666666666666
161.0,3.028365601080594
169.0,55.0
173.0,0.9980000000000002
197.0,-0.0714285714285714
203.0,1.4988329443147714
211.0,3.8744186046511624
229.0,0.04125000000000001
234.0,1.7611044417767108
239.0,0.09360730593607314
240.0,21.0
252.0,1.7999999999999998
257.0,2.020408163265306
258.0,0.7894736842105263
259.0,6.72972972972973
260.0,1.9166666666666665
273.0,131.5
280.0,-0.7916666666666666
283.0,-0.9923608584939978
285.0,0.06668889629876618
286.0,0.11022204440888173
287.0,-0.0996398559423769
291.0,0.38095238095238093
294.0,5.0
300.0,0.06112785191562642
308.0,2.075313807531381
312.0,0.9047619047619047
318.0,0.037735849056603765
322.0,0.33333333333333326
328.0,1.376599634369287
329.0,-0.0036014405762304635
332.0,-0.2903676128431828
335.0,1.2000000000000002
339.0,3.7800000000000002
340.0,1.7999999999999998
341.0,4.002000800320128
342.0,6.204390243902439
349.0,0.11177490846020421
352.0,0.044792833146696465
353.0,5.666666666666667
355.0,0.25
365.0,1.3943577430972387
368.0,2.501750875437719
376.0,0.19647859143657476
381.0,0.6673614005835766
382.0,253.90196078431373
384.0,1.0083333333333333
385.0,18.392
387.0,-0.33333333333333337
399.0,0.044545454545454666
402.0,0.04949999999999988
406.0,4.384615384615385
407.0,0.04651162790697683
422.0,2.2866533295227205
423.0,2.208955223880597
426.0,8.975
430.0,0.9121734296831574
435.0,1.2779043280182232
445.0,222.07692307692307
446.0,1.2718181818181815
447.0,0.5384615384615385
449.0,0.9254820218863993
457.0,2.3322222222222218
470.0,0.060893854748603315
473.0,0.30391304347826087
483.0,3.7941176470588234
486.0,2.076923076923077
488.0,0.09043617446978791
489.0,1.625
490.0,0.8841911764705883
494.0,6.333333333333333
497.0,-0.00043478260869567187
501.0,191.3076923076923
503.0,1.8208955223880596
505.0,1.0198019801980198
506.0,14.5
509.0,0.1528822055137844
510.0,13.366666666666667
512.0,1.5598400000000003
522.0,0.00028579594169753086
534.0,1.6237500000000002
538.0,0.04210087536473539
544.0,549.0
548.0,2.4550264550264553
550.0,0.31561403508771924
551.0,0.1736470588235295
561.0,21.727272727272727
563.0,1.7142857142857144
564.0,1.1788059701492535
570.0,0.3263265306122447
573.0,19.634285714285713
586.0,1.6673614005835766
588.0,0.6666666666666667
591.0,0.06190476190476191
593.0,0.5555555555555556
596.0,0.12222222222222223
604.0,0.0
