punk_id,usd_r
0.0,0.12504770446224645
1.0,0.10349600008578208
14.0,-0.017580971588477823
53.0,0.46095462252432196
89.0,0.15859910381122821
116.0,22.35294914417887
118.0,0.4323774793464712
124.0,0.06745403079733259
138.0,3.027980581880607
139.0,13.212790101332182
141.0,0.052095602783226225
143.0,0.08153693553839214
150.0,237.25741351845193
160.0,0.5006683688256799
161.0,238454.63125458115
169.0,0.10503523162069994
173.0,0.26181313461954003
197.0,2.6795287697230132
203.0,-0.1375402932256774
211.0,1.0942869890358549
229.0,0.23214555168813478
234.0,2.125241621263556
239.0,6995133.774856873
240.0,0.6525394932811637
252.0,0.24310192975120026
257.0,0.5340307623319049
258.0,2166954.784705627
259.0,0.27418023435103933
260.0,1.6686978705427618
273.0,0.5217213542906607
280.0,-0.0581000242306251
283.0,-1.0
285.0,0.4630738912981045
286.0,3.1018628828370733
287.0,11.114586896103209
291.0,0.13732756335143392
294.0,3.586925424577468
300.0,-0.25787928444238384
308.0,0.48210347675725296
312.0,0.6575241654674933
318.0,0.29404741660119504
322.0,0.4319561078145293
328.0,3.7118970499954127
329.0,-0.30098882470883437
332.0,-0.5127464373984201
335.0,0.20952380470271792
339.0,1.231116469956004
340.0,-0.05125227645937691
341.0,0.4410046671432075
342.0,13722590174.498955
349.0,4.894001254903522
352.0,0.09699958297015687
353.0,2.3094906138978635
355.0,-0.0256728664531668
365.0,0.14537768454192457
368.0,3.0604349830934456
376.0,0.19209942065371144
381.0,0.18804096266443215
382.0,0.19463809220446326
384.0,212150.57915786194
385.0,-0.3277118994020506
387.0,-0.21430081435044313
399.0,0.33910743162901746
402.0,0.05163289099075441
406.0,43.03322863352644
407.0,0.24928599308166133
422.0,0.3902207436386742
423.0,0.9574879707639017
426.0,0.4023127566882787
430.0,0.18980869001240608
435.0,0.3140996928995412
445.0,0.1424881341175246
446.0,3.668889790657282
447.0,1.1803705077753772
449.0,-0.6782997865840179
457.0,0.29593122680525985
470.0,68.8268804697543
473.0,0.1499949198395063
483.0,3.670296285148887
486.0,0.16315204253219284
488.0,0.16866812939848064
489.0,-0.21476780245532456
490.0,0.1742763780073071
494.0,0.7011517913589758
497.0,-0.09862506955939165
501.0,0.16520910010432854
503.0,1.8089311900347465
505.0,0.27794576192569376
506.0,36.25953833806322
509.0,9.0034678221613
510.0,0.06750101600228398
512.0,1.1238234195790282
522.0,35.971204561067445
534.0,1.8076817348680057
538.0,0.3315872084948184
544.0,0.17903173868005173
548.0,-0.9735126987878807
550.0,0.07949240807170077
551.0,0.1316950818355056
561.0,0.3048108213624101
563.0,0.3064951015763515
564.0,-0.11050876210488758
570.0,1.3186535518804057
573.0,0.5330547870727358
586.0,1.1642182967593646
588.0,0.10923056789204377
591.0,477.10420236238565
593.0,0.8408704679923826
596.0,-0.17153467885012086
604.0,-0.7215376576527975
608.0,0.46955534285974476
610.0,1.4369319173575104
613.0,17.660816270818486
616.0,61.99131940536344
617.0,-0.0003664142187027597
618.0,4.41191022679978
620.0,0.13912229748123495
622.0,3.1979139646239076
627.0,0.7242299499739551
628.0,-0.24949009402977163
